N,P,K,temperature,humidity,ph,rainfall,label
115.16,13.69,50.03,27.98,92.11,6.6,26.67,muskmelon
23.04,13.75,17.13,23.09,94.66,7.21,111.21,orange
84.77,47.98,16.79,24.74,62.53,5.67,79.65,maize
98.4,86.36,53.64,28.31,76.48,6.11,109.25,banana
69.56,52.8,44.66,24.68,84.21,6.31,187.71,jute
96.49,27.61,28.38,27.56,59.4,6.4,166.05,coffee
33.85,62.15,18.47,32.8,65.03,6.68,64.45,blackgram
30.62,49.25,17.62,28.64,37.56,5.72,51.42,mothbeans
90.01,14.56,47.8,28.37,92.63,6.43,19.11,muskmelon
43.05,71.17,23.54,31.12,63.75,6.58,66.19,blackgram
39.88,134.13,199.06,16.63,82.57,5.82,72.25,grapes
22.25,119.65,199.65,37.68,82.72,6.23,65.55,grapes
127.45,56.77,13.5,24.11,75.66,7.17,75.32,cotton
27.86,139.25,198.49,19.48,82.88,5.66,63.44,grapes
40.35,63.28,18.99,36.96,41.68,5.41,145.59,pigeonpeas
15.33,25.34,9.63,11.28,92.8,6.87,104.45,orange
18.66,38.13,19.77,27.83,49.11,8.29,49.55,mothbeans
22.36,29.53,37.9,35.02,49.94,6.77,99.54,mango
71.36,47.58,40.07,24.38,78.15,5.94,185.12,jute
22.97,28.86,30.88,33.76,49.81,5.58,93.19,mango
22.16,73.12,20.09,25.98,69.42,6.64,45.47,lentil
25.53,39.42,18.26,26.16,54.3,6.11,58.01,mothbeans
9.0,48.92,18.6,28.81,85.11,7.19,53.64,mungbean
34.93,58.41,48.49,36.81,91.39,6.65,38.9,papaya
26.56,23.66,18.09,20.62,92.83,7.84,99.38,orange
96.91,69.35,50.35,23.2,80.13,6.22,102.62,banana
25.72,11.5,25.61,27.24,94.2,5.9,190.01,coconut
16.9,20.14,32.88,30.78,48.66,6.04,95.4,mango
52.92,62.82,23.29,30.53,64.6,7.69,59.72,blackgram
94.47,48.73,22.58,19.16,66.34,6.58,86.03,maize
103.93,33.3,49.39,27.5,93.27,6.64,25.18,muskmelon
42.19,64.71,19.5,30.92,67.6,6.02,63.16,blackgram
87.4,56.78,42.79,25.5,85.43,5.57,168.48,jute
87.75,89.85,48.54,24.6,80.07,5.84,112.42,banana
22.9,8.87,14.05,25.78,89.51,6.58,106.54,orange
33.27,76.51,20.55,21.47,58.91,6.51,40.93,lentil
72.32,47.28,20.59,25.99,60.01,6.62,82.33,maize
29.09,33.93,19.98,29.7,81.46,7.23,57.11,mungbean
132.09,43.34,18.87,26.31,78.24,6.53,85.62,cotton
120.55,50.22,17.93,23.24,81.22,7.14,90.03,cotton
102.08,31.57,31.66,26.47,58.16,6.57,155.07,coffee
19.29,42.01,20.25,30.1,88.11,6.56,52.51,mungbean
35.15,74.35,18.44,16.19,20.7,5.65,84.21,kidneybeans
34.38,66.19,76.98,18.19,18.45,6.86,70.74,chickpea
33.95,53.88,22.3,28.93,78.45,6.52,55.98,mungbean
22.23,13.15,39.43,22.18,91.45,6.24,115.78,pomegranate
23.53,60.99,21.43,23.01,63.7,6.57,45.15,lentil
22.26,82.42,20.45,23.18,62.91,6.66,49.34,lentil
91.82,60.46,37.48,21.38,87.9,6.05,258.72,rice
106.36,21.26,45.32,25.16,86.02,6.75,43.11,watermelon
71.31,56.82,35.31,23.39,77.56,6.05,194.9,jute
21.55,21.78,37.62,20.75,92.41,6.74,114.8,pomegranate
39.01,67.72,17.99,20.56,67.72,6.04,45.22,lentil
34.76,62.72,22.19,28.23,66.61,6.61,55.12,blackgram
35.37,138.58,200.16,30.43,83.7,6.08,69.92,grapes
34.64,27.14,35.71,33.19,52.93,4.72,97.92,mango
93.99,48.54,38.5,26.74,84.97,5.35,264.68,rice
70.55,48.53,36.66,24.34,86.11,6.02,151.51,jute
83.75,79.02,50.08,28.49,81.0,6.08,99.36,banana
124.42,48.56,20.72,25.68,79.91,6.53,100.52,cotton
80.67,50.19,39.13,24.12,88.43,6.6,176.79,jute
21.18,64.07,88.08,19.16,15.46,6.72,73.5,chickpea
18.88,15.31,31.62,27.07,97.7,5.75,156.83,coconut
19.16,48.77,18.86,29.73,88.16,6.98,57.54,mungbean
31.42,77.81,22.68,24.03,53.61,4.94,167.17,pigeonpeas
96.91,85.03,49.91,25.01,83.23,6.01,115.24,banana
96.89,86.31,49.9,27.89,83.37,6.26,107.35,banana
20.26,75.27,23.07,23.0,60.52,6.04,42.0,lentil
23.1,53.93,21.99,29.52,78.84,6.99,55.1,mungbean
51.8,61.32,49.91,31.57,91.99,6.67,186.35,papaya
31.97,71.99,21.1,18.53,22.01,5.82,80.57,kidneybeans
120.08,13.96,51.83,25.07,84.16,6.42,44.49,watermelon
29.86,17.76,30.41,26.62,99.35,6.71,178.73,coconut
30.39,80.15,16.59,18.83,20.01,5.8,85.24,kidneybeans
79.61,46.42,22.21,23.97,57.12,6.8,102.25,maize
13.35,18.73,34.58,37.64,49.49,5.64,87.79,mango
17.72,126.51,195.42,16.61,82.74,6.13,72.03,grapes
21.12,46.95,25.42,25.15,31.11,8.02,44.91,mothbeans
53.29,63.86,48.84,39.15,93.89,6.89,110.34,papaya
31.67,20.13,12.95,26.64,91.82,6.29,113.61,orange
103.11,57.38,42.14,23.22,84.95,5.37,239.44,rice
27.45,18.47,31.24,26.09,95.49,6.03,190.21,coconut
40.84,60.82,22.39,35.81,64.96,6.94,65.42,blackgram
24.1,60.61,22.05,24.55,63.95,5.54,52.22,lentil
97.59,12.24,50.94,25.7,85.16,6.45,46.4,watermelon
20.84,30.17,43.62,36.1,45.19,6.11,94.11,mango
30.93,27.36,26.16,39.48,54.36,6.2,91.23,mango
35.64,51.95,23.19,29.11,37.93,5.08,200.29,pigeonpeas
36.79,22.88,47.12,19.84,87.73,5.37,118.36,pomegranate
22.76,52.56,18.54,28.56,81.67,6.31,64.1,mungbean
21.71,67.3,17.88,19.5,18.32,5.71,88.76,kidneybeans
20.21,42.4,17.33,32.25,54.99,9.87,40.83,mothbeans
33.88,19.1,28.35,28.0,99.27,6.23,197.32,coconut
28.16,71.15,24.94,15.76,23.43,5.76,73.77,kidneybeans
104.74,45.4,43.87,22.13,84.19,6.06,203.07,rice
9.32,46.44,19.34,29.0,82.07,6.85,54.25,mungbean
96.65,47.63,38.37,26.59,86.01,5.28,267.54,rice
33.26,30.37,51.22,20.57,92.39,6.21,116.17,pomegranate
88.61,44.33,36.65,23.32,86.58,5.76,170.93,jute
25.71,57.34,13.73,24.89,65.35,6.14,44.47,lentil
23.93,49.62,22.57,29.74,36.43,8.08,49.51,mothbeans
20.96,64.07,22.08,22.25,52.21,6.51,134.6,pigeonpeas
10.75,24.04,37.31,23.08,91.96,5.91,106.17,pomegranate
24.83,49.51,19.97,26.37,51.17,7.12,50.13,mothbeans
38.71,62.18,18.1,27.55,64.32,7.21,60.97,blackgram
52.61,62.45,48.57,30.13,94.57,6.87,186.51,papaya
79.25,39.45,27.66,27.48,60.19,6.96,168.89,coffee
95.49,84.34,48.07,26.4,76.22,6.16,113.82,banana
22.41,22.27,39.48,34.31,50.42,6.17,94.81,mango
39.09,69.57,88.69,19.71,16.35,6.44,78.05,chickpea
92.82,30.97,51.64,28.72,94.15,6.37,24.53,muskmelon
22.99,28.54,40.3,29.01,47.47,4.54,92.25,mango
32.89,65.1,18.97,32.55,64.05,7.53,67.15,blackgram
89.27,25.87,49.93,28.74,92.65,6.59,24.22,muskmelon
28.14,56.4,22.66,28.7,63.85,6.03,183.04,pigeonpeas
95.01,52.81,19.13,21.71,63.39,7.03,89.77,maize
32.33,18.62,12.31,20.93,92.24,7.3,111.84,orange
23.32,17.16,49.19,24.44,87.79,6.31,106.6,pomegranate
21.15,14.73,12.77,18.99,90.72,7.11,115.37,orange
25.01,71.79,14.62,25.34,63.4,6.87,48.12,lentil
94.67,17.3,48.85,25.43,84.03,6.45,48.75,watermelon
29.85,32.68,25.11,29.87,79.59,6.81,55.88,mungbean
32.04,13.62,26.67,31.61,96.96,5.93,204.55,coconut
15.52,50.54,15.13,26.94,85.27,6.94,54.71,mungbean
29.9,7.96,35.29,25.97,97.56,5.75,171.07,coconut
16.57,49.02,14.79,29.11,40.89,9.88,44.19,mothbeans
20.41,46.92,19.4,30.23,46.4,5.56,64.18,mothbeans
56.82,64.01,51.38,43.46,94.54,6.81,100.97,papaya
24.07,22.92,30.4,27.61,94.72,5.64,228.61,coconut
107.52,53.96,37.73,25.95,81.5,5.97,305.71,rice
91.09,52.63,21.27,24.9,70.85,6.77,93.11,maize
102.92,25.86,52.17,25.52,82.56,6.35,40.08,watermelon
20.9,125.03,201.44,15.12,81.64,6.24,66.38,grapes
104.09,13.5,26.72,22.77,60.88,6.84,178.54,coffee
34.91,25.81,39.1,23.18,91.66,5.87,111.91,pomegranate
18.81,38.85,49.75,21.95,89.97,6.64,115.47,pomegranate
37.54,62.23,101.07,18.82,17.18,6.46,80.33,chickpea
95.31,55.12,19.47,25.85,65.74,6.12,77.33,maize
21.17,28.0,36.6,29.53,51.81,5.8,86.42,mango
11.54,33.12,35.61,23.07,89.08,6.51,103.34,pomegranate
24.07,40.85,19.98,27.39,78.3,7.0,58.02,mungbean
123.9,49.26,20.94,24.27,79.87,6.82,66.87,cotton
20.58,51.87,20.06,27.57,83.12,7.57,57.46,mungbean
85.58,47.98,21.35,20.43,65.85,5.72,83.61,maize
31.49,65.45,21.51,17.55,20.76,5.76,72.47,kidneybeans
25.39,60.87,18.21,21.4,59.78,4.43,184.61,pigeonpeas
85.6,44.01,41.67,24.28,89.16,6.09,167.25,jute
107.22,23.43,29.66,24.41,57.26,6.85,168.73,coffee
116.4,45.95,20.1,22.86,78.08,5.58,70.77,cotton
85.39,45.49,40.43,24.41,80.06,5.71,165.12,jute
126.0,42.12,18.49,21.91,79.26,5.84,80.79,cotton
31.71,38.92,20.88,24.04,45.35,9.83,42.89,mothbeans
85.75,23.41,49.24,26.69,86.0,6.54,50.64,watermelon
96.88,80.39,48.43,28.65,81.15,6.06,109.04,banana
36.92,71.09,23.5,21.12,36.34,5.66,165.08,pigeonpeas
83.46,53.74,13.5,27.2,64.3,6.67,72.0,maize
20.59,114.87,199.89,39.83,82.66,6.05,69.03,grapes
27.64,31.05,36.91,36.07,50.59,5.51,90.42,mango
100.6,62.32,39.52,24.03,84.91,5.31,274.28,rice
19.27,125.91,193.97,21.08,92.3,6.08,119.37,apple
93.33,68.49,50.51,25.14,78.0,5.88,113.72,banana
117.0,31.02,28.18,26.61,57.74,6.46,148.2,coffee
24.66,48.64,18.32,30.34,36.18,7.54,58.86,mothbeans
33.49,144.95,198.31,21.32,92.12,6.1,112.97,apple
22.41,50.56,21.72,28.45,82.75,5.99,62.21,mungbean
132.73,47.11,20.16,24.34,87.97,6.75,87.01,cotton
14.07,13.6,31.2,26.43,95.66,6.06,180.79,coconut
100.99,80.06,51.29,25.36,78.47,5.87,111.77,banana
120.94,49.38,15.05,23.86,81.41,6.19,73.66,cotton
31.31,127.77,203.28,22.11,91.96,6.2,102.36,apple
27.14,10.28,44.23,23.33,89.8,6.9,114.3,pomegranate
89.7,28.42,31.48,26.29,59.71,6.66,180.64,coffee
26.2,63.58,92.89,19.95,17.77,6.52,83.87,chickpea
16.35,15.19,4.5,18.81,92.4,7.28,108.66,orange
40.16,79.38,22.56,34.11,65.98,7.19,61.38,blackgram
110.87,48.4,17.97,24.82,80.35,5.83,80.81,cotton
39.64,57.41,94.78,18.27,15.78,6.33,88.61,chickpea
89.29,52.41,39.44,24.75,86.18,5.72,214.6,rice
93.35,53.37,41.26,25.15,81.6,6.3,190.29,jute
77.0,66.67,48.01,33.61,93.44,6.85,168.22,papaya
22.03,69.48,19.17,27.06,44.71,4.8,159.65,pigeonpeas
103.76,31.29,31.23,26.07,73.5,6.72,186.7,coffee
102.59,17.01,51.49,25.04,84.19,6.56,47.89,watermelon
32.01,64.48,81.54,19.12,19.44,6.37,78.11,chickpea
107.75,45.37,39.85,18.0,82.44,5.66,202.57,rice
26.14,25.2,14.14,18.98,89.59,6.88,115.14,orange
46.54,73.58,19.97,28.5,61.1,7.06,67.12,blackgram
115.39,76.7,53.11,27.12,75.48,6.16,104.41,banana
101.93,37.57,46.09,25.05,87.06,6.58,48.18,watermelon
31.57,57.74,23.76,25.93,47.88,5.36,141.36,pigeonpeas
114.4,46.4,20.33,24.36,79.96,6.03,60.37,cotton
70.4,49.29,37.89,24.19,75.3,5.98,186.8,jute
114.22,33.74,27.72,25.26,60.17,6.79,186.45,coffee
21.85,52.23,15.21,30.32,79.49,6.87,53.76,mungbean
86.92,80.34,50.11,23.29,83.47,6.04,106.91,banana
29.08,52.79,21.29,28.92,85.34,6.23,60.27,mungbean
78.52,58.19,42.91,24.85,83.58,5.9,175.42,jute
22.57,129.35,201.29,21.21,81.12,5.64,69.3,grapes
24.71,32.62,40.53,33.04,47.59,4.54,86.22,mango
87.42,29.77,55.81,29.3,94.27,6.55,27.42,muskmelon
14.95,123.03,200.77,23.3,92.39,6.17,105.77,apple
135.53,47.75,18.33,24.36,81.04,6.28,81.79,cotton
96.59,32.66,51.83,26.53,82.52,6.41,50.35,watermelon
104.83,31.45,31.18,25.63,63.48,5.84,176.39,coffee
23.59,66.85,19.47,26.91,66.05,6.33,38.65,lentil
22.98,17.02,6.27,27.88,89.04,8.36,117.51,orange
91.06,54.92,21.6,19.93,73.17,5.82,88.78,maize
43.89,52.3,48.77,44.93,92.0,6.86,125.26,papaya
23.22,28.5,44.45,19.61,92.49,6.67,104.35,pomegranate
66.79,49.31,51.2,41.28,93.45,6.85,175.85,papaya
19.59,28.37,39.16,34.0,46.44,6.94,91.79,mango
26.52,67.39,17.56,23.86,61.92,6.77,38.22,lentil
61.12,60.4,47.08,32.76,95.02,6.76,127.82,papaya
112.15,55.05,20.61,24.61,77.75,5.14,74.77,cotton
32.17,64.47,19.89,23.95,66.71,6.47,43.9,lentil
124.06,39.58,22.92,21.18,82.09,6.6,75.68,cotton
24.97,13.07,40.01,19.92,92.02,6.29,103.57,pomegranate
31.42,17.41,27.84,26.54,93.71,5.55,162.42,coconut
76.38,40.5,16.76,25.11,62.66,6.38,84.41,maize
97.6,48.13,41.78,24.28,84.1,6.18,207.57,rice
67.36,49.54,43.4,25.04,81.06,6.3,155.69,jute
33.96,53.49,20.13,28.46,53.06,7.11,56.78,mothbeans
17.94,34.51,39.03,34.44,50.02,4.87,99.89,mango
31.61,132.23,199.82,21.81,81.34,6.32,65.64,grapes
125.68,54.85,16.79,24.02,77.33,6.23,77.74,cotton
9.0,24.08,28.76,25.84,97.35,5.99,212.36,coconut
62.9,39.07,21.86,22.88,64.08,6.26,89.34,maize
101.23,28.33,51.08,27.94,91.1,7.13,23.79,muskmelon
102.01,9.23,48.32,27.86,91.82,6.64,24.73,muskmelon
36.68,18.67,14.85,31.06,91.7,7.56,111.38,orange
35.13,53.04,19.84,28.49,42.79,8.95,48.5,mothbeans
29.39,50.72,22.05,29.91,80.5,7.06,48.21,mungbean
120.56,58.85,23.37,24.91,81.99,6.51,91.59,cotton
28.06,12.12,11.16,12.97,92.26,6.85,111.5,orange
21.22,26.42,38.57,35.19,51.43,5.81,102.49,mango
104.98,57.26,42.4,27.27,83.08,6.08,245.5,rice
91.73,50.9,19.07,24.24,50.76,6.68,63.25,maize
31.34,67.19,16.49,27.25,67.04,6.53,148.14,pigeonpeas
27.69,35.84,31.51,34.85,48.68,6.24,87.71,mango
40.21,69.43,98.14,19.24,20.9,6.46,66.79,chickpea
87.37,24.47,29.17,27.44,64.62,7.18,185.25,coffee
34.77,13.34,7.13,22.06,92.07,6.58,109.6,orange
17.5,22.16,28.97,29.79,42.87,6.09,105.27,mango
25.47,125.09,193.16,9.57,81.49,6.22,72.21,grapes
91.61,48.45,40.83,25.21,83.8,5.68,206.81,rice
91.23,73.71,49.45,26.28,80.26,5.93,108.17,banana
73.0,40.05,39.48,24.47,82.98,5.99,182.85,jute
95.72,82.43,47.16,28.3,75.51,6.13,103.37,banana
16.34,56.55,19.03,28.25,49.03,5.49,121.63,pigeonpeas
19.78,20.81,17.59,19.37,93.17,6.48,122.23,orange
56.95,63.61,88.72,18.26,15.02,6.02,79.72,chickpea
108.92,19.96,50.84,24.32,86.02,6.99,43.77,watermelon
24.31,60.74,18.99,24.25,67.28,6.18,38.95,lentil
67.3,54.98,38.47,24.66,87.25,5.72,165.91,jute
26.08,72.95,16.87,19.4,68.95,6.02,50.68,lentil
21.88,116.38,201.11,22.42,92.36,6.22,114.59,apple
110.36,32.82,29.21,27.19,64.57,6.83,178.01,coffee
18.82,49.23,22.99,28.75,90.37,6.55,55.16,mungbean
29.2,70.95,20.85,19.18,19.01,5.88,99.62,kidneybeans
81.47,38.98,40.72,23.02,83.47,6.18,191.99,jute
55.52,52.62,50.29,31.64,93.55,6.73,141.91,papaya
33.88,69.76,80.35,19.11,16.95,6.17,79.04,chickpea
27.78,17.61,12.43,18.04,91.82,7.21,103.07,orange
90.09,34.97,45.81,24.9,89.19,6.39,42.57,watermelon
97.24,28.25,50.54,28.24,91.95,6.22,27.47,muskmelon
73.74,49.97,21.24,23.09,62.25,6.0,84.68,maize
119.48,43.2,22.75,21.63,78.67,6.56,77.06,cotton
33.26,74.13,21.33,29.22,67.61,5.75,114.54,pigeonpeas
120.23,53.92,16.98,25.63,82.25,6.22,78.51,cotton
25.57,20.56,34.19,28.2,96.0,6.06,174.12,coconut
16.04,49.29,17.89,30.19,82.37,6.15,57.1,mungbean
25.66,68.96,18.2,22.24,65.58,5.82,46.75,lentil
88.06,25.51,26.42,29.03,51.73,6.75,189.29,coffee
21.07,50.59,23.24,25.79,42.26,6.5,39.53,mothbeans
93.21,37.41,43.73,24.75,74.26,5.94,165.97,jute
114.13,45.53,14.45,24.95,82.05,6.25,64.72,cotton
32.48,33.86,42.25,20.87,93.07,5.8,112.19,pomegranate
31.31,68.8,16.77,24.97,43.93,5.7,162.78,pigeonpeas
24.25,26.75,31.27,25.46,90.58,5.98,157.71,coconut
40.88,63.69,47.11,27.68,92.96,6.95,126.49,papaya
89.66,51.0,35.03,25.28,76.14,6.27,156.93,jute
40.58,41.29,35.4,24.3,53.09,5.41,90.99,mango
79.76,60.89,24.32,23.48,65.19,6.3,92.67,maize
78.48,43.96,41.91,24.96,73.4,5.52,160.89,jute
119.53,42.5,16.28,21.91,79.67,6.09,73.24,cotton
102.69,33.62,46.06,25.81,86.45,5.99,50.49,watermelon
38.74,72.59,21.21,29.25,53.94,4.55,141.63,pigeonpeas
100.15,13.57,31.83,24.81,49.21,6.44,167.87,coffee
20.1,20.88,41.32,21.97,91.79,6.23,110.08,pomegranate
107.0,22.78,31.26,25.84,59.72,6.56,167.02,coffee
21.16,47.85,19.23,30.93,71.86,6.74,54.47,mungbean
38.78,48.43,49.78,32.28,91.98,6.74,87.1,papaya
108.57,36.43,43.0,25.83,81.43,6.62,47.98,watermelon
44.0,57.07,22.65,26.68,57.72,6.03,128.01,pigeonpeas
100.8,35.76,45.65,24.9,83.62,6.4,50.28,watermelon
78.25,42.78,21.34,20.48,65.14,6.25,98.57,maize
25.62,24.91,42.51,35.53,51.96,5.55,104.93,mango
28.34,112.43,194.8,28.5,82.41,6.3,66.96,grapes
18.73,56.4,19.77,28.39,86.24,6.64,58.8,mungbean
89.25,47.87,18.38,24.07,66.97,6.59,92.94,maize
32.61,57.33,25.06,33.13,63.05,6.85,67.09,blackgram
15.88,114.77,201.14,22.61,91.47,5.9,122.99,apple
117.62,44.54,15.66,24.34,80.37,5.68,84.53,cotton
18.96,21.05,37.54,22.22,91.67,5.74,107.72,pomegranate
98.26,51.74,18.78,27.35,61.97,6.53,88.74,maize
27.61,4.5,12.29,12.0,90.99,6.91,116.38,orange
22.71,56.69,24.88,23.82,63.13,6.41,50.84,lentil
23.81,23.83,29.55,30.43,95.33,6.27,203.12,coconut
33.46,63.78,96.09,16.86,21.71,6.65,81.67,chickpea
31.33,63.39,85.6,17.65,15.77,6.07,86.56,chickpea
40.62,61.7,19.52,26.26,68.41,6.64,62.56,blackgram
26.38,84.33,20.87,22.73,49.05,4.64,147.58,pigeonpeas
94.21,43.93,17.92,23.56,62.24,6.49,87.54,maize
27.49,112.14,199.2,17.47,81.38,5.72,70.25,grapes
33.56,73.3,87.86,19.27,19.29,6.44,84.04,chickpea
85.1,26.1,52.9,28.36,90.62,6.71,29.21,muskmelon
20.91,85.8,17.51,21.24,63.59,6.34,42.65,lentil
47.39,71.35,81.65,20.09,16.2,6.55,82.75,chickpea
104.59,31.88,49.22,28.01,91.15,6.59,22.4,muskmelon
53.13,50.98,50.92,31.49,93.04,6.74,148.9,papaya
16.53,17.08,4.5,24.61,93.07,7.84,109.03,orange
40.78,70.0,20.5,27.43,65.12,6.35,65.41,blackgram
37.99,65.46,43.62,31.39,88.76,6.65,119.23,papaya
100.18,44.0,30.78,26.31,62.19,6.65,191.17,coffee
30.06,23.64,31.03,26.82,50.39,5.7,100.68,mango
20.3,33.0,19.28,31.84,92.09,8.21,111.84,orange
105.26,26.83,47.02,28.21,92.04,6.06,22.55,muskmelon
32.23,71.33,17.46,18.07,20.94,5.73,89.17,kidneybeans
26.55,125.41,203.04,12.4,81.25,6.38,67.99,grapes
36.9,55.08,51.88,43.09,93.02,6.9,132.12,papaya
26.8,70.54,17.5,28.87,69.98,6.4,52.95,lentil
23.14,136.78,200.87,21.74,91.14,5.82,118.6,apple
20.67,53.01,20.0,29.99,78.91,6.53,52.71,mungbean
107.67,47.65,41.36,22.69,83.84,5.84,182.6,rice
19.21,57.56,20.57,30.29,79.42,6.29,52.15,mungbean
11.4,11.05,21.65,26.31,94.9,7.41,106.29,orange
35.1,134.27,197.47,26.84,82.3,6.1,60.65,grapes
75.34,43.71,43.01,24.45,81.39,6.04,161.62,jute
22.74,122.25,201.51,22.34,91.52,6.06,124.77,apple
31.24,16.07,30.58,28.93,96.98,6.2,159.14,coconut
22.97,18.81,41.76,37.25,49.9,7.1,95.46,mango
94.7,23.19,25.51,26.21,51.89,6.47,182.35,coffee
21.17,15.61,15.66,23.65,93.26,6.88,108.29,orange
121.1,54.42,17.66,22.67,76.77,5.81,85.95,cotton
25.96,46.09,23.47,30.3,88.56,6.23,54.83,mungbean
27.19,36.93,17.55,32.94,81.35,7.02,51.75,mungbean
33.91,120.36,193.17,29.22,82.64,6.1,59.95,grapes
25.96,65.26,18.38,19.8,20.73,5.67,101.52,kidneybeans
26.63,45.6,19.45,30.46,78.6,7.48,45.89,mungbean
106.19,39.89,50.31,28.34,92.18,6.53,22.93,muskmelon
91.4,30.21,56.43,28.87,90.01,6.41,25.31,muskmelon
43.09,63.4,19.41,27.65,67.8,6.64,72.26,blackgram
31.13,119.51,198.65,24.56,82.63,5.94,66.35,grapes
51.73,46.09,51.14,37.56,92.4,7.05,109.15,papaya
18.52,24.05,39.09,22.72,89.06,5.76,112.21,pomegranate
102.49,22.07,48.93,24.22,84.38,6.38,45.57,watermelon
109.34,28.77,55.76,27.74,93.53,6.17,25.39,muskmelon
91.42,22.11,51.39,30.04,93.26,6.62,26.33,muskmelon
95.03,17.85,50.91,27.62,91.26,6.79,29.75,muskmelon
85.55,52.88,40.95,24.16,79.09,6.24,157.71,jute
32.72,132.65,194.85,22.52,91.38,5.95,109.03,apple
24.76,26.93,4.5,25.69,93.4,7.57,109.68,orange
101.21,32.83,51.46,25.17,81.48,6.57,41.9,watermelon
113.11,20.37,31.25,23.94,60.47,7.03,172.32,coffee
102.67,25.88,26.1,24.92,54.27,6.5,175.42,coffee
28.15,21.2,17.22,34.14,92.66,7.55,108.24,orange
97.69,75.05,54.86,25.17,81.66,6.26,102.22,banana
46.9,74.3,21.73,30.68,62.5,6.75,62.33,blackgram
21.79,99.0,195.81,23.07,92.01,5.88,105.99,apple
40.3,14.97,29.54,26.54,93.43,6.57,206.16,coconut
48.32,59.0,46.57,41.87,92.48,6.79,114.71,papaya
35.31,32.54,22.5,29.49,52.36,5.84,89.88,mango
104.0,96.8,45.59,27.87,77.72,6.0,103.76,banana
23.87,45.46,17.39,25.66,48.48,5.86,52.37,mothbeans
28.14,4.5,13.62,12.15,93.31,7.74,105.37,orange
56.44,58.92,49.81,40.3,93.01,6.65,109.25,papaya
122.03,51.86,17.23,24.26,83.29,6.47,80.58,cotton
101.06,48.73,43.76,18.86,87.73,6.22,177.8,rice
72.0,84.97,50.09,23.56,80.77,6.12,107.95,banana
34.23,43.77,14.02,27.18,51.85,7.62,53.21,mothbeans
34.14,81.26,19.11,24.33,63.96,6.25,52.66,lentil
118.12,29.34,43.77,29.41,93.86,6.41,26.79,muskmelon
12.19,13.85,37.6,26.29,97.87,5.85,196.45,coconut
108.74,82.99,50.46,25.04,75.71,6.06,109.52,banana
41.81,59.39,90.0,18.35,16.21,6.47,89.29,chickpea
13.5,65.65,20.6,16.49,21.58,5.72,106.94,kidneybeans
30.59,68.08,19.59,21.39,65.18,6.53,39.28,lentil
30.5,72.97,18.38,16.39,19.44,5.69,80.6,kidneybeans
93.39,27.97,28.43,24.59,57.96,6.48,183.55,coffee
104.5,81.85,54.44,23.91,80.35,6.02,109.07,banana
91.41,21.47,53.75,28.3,90.16,6.48,24.8,muskmelon
29.26,33.15,43.75,17.14,88.75,6.7,105.96,pomegranate
19.03,134.31,195.27,22.18,90.86,6.06,114.53,apple
33.45,16.0,31.92,27.26,95.08,5.88,180.91,coconut
18.92,69.79,18.15,26.59,65.38,6.36,41.09,lentil
61.76,49.55,51.78,23.28,92.39,6.89,116.05,papaya
28.26,50.47,18.01,28.85,54.6,3.15,53.77,mothbeans
28.92,73.6,23.5,28.43,64.31,6.36,63.98,blackgram
21.36,28.36,27.56,25.82,98.82,6.3,194.72,coconut
29.53,70.85,94.91,19.72,18.49,5.97,69.34,chickpea
73.78,57.1,43.25,25.61,89.14,6.56,172.81,jute
53.19,47.13,51.9,27.66,94.45,6.74,79.56,papaya
25.18,58.72,20.04,20.08,19.64,5.94,91.38,kidneybeans
24.13,68.84,23.95,32.18,58.69,5.47,123.32,pigeonpeas
24.1,15.31,11.82,18.03,92.05,8.02,105.44,orange
29.64,77.21,22.13,19.23,21.69,5.76,91.98,kidneybeans
11.49,140.23,202.88,21.84,93.34,5.71,121.28,apple
13.52,26.73,30.46,33.51,45.96,5.97,91.85,mango
92.91,18.85,52.9,29.42,93.69,6.63,25.23,muskmelon
70.82,56.38,40.47,24.68,85.59,5.72,172.18,jute
18.39,28.06,40.82,34.31,50.09,5.52,99.74,mango
96.19,22.18,48.6,25.13,78.14,6.6,44.33,watermelon
94.86,44.7,39.84,25.17,82.54,5.94,224.09,rice
81.92,60.83,40.62,24.29,78.59,5.72,190.7,jute
21.11,38.24,34.05,31.78,44.46,5.63,99.18,mango
30.22,60.37,19.72,23.68,46.12,5.49,135.67,pigeonpeas
33.94,63.39,22.14,16.59,22.34,5.77,91.92,kidneybeans
44.28,56.86,18.6,29.18,69.19,6.65,53.99,blackgram
36.46,59.8,22.38,34.22,69.17,7.21,64.01,blackgram
100.88,79.75,48.68,24.62,78.92,5.47,101.32,banana
25.48,65.18,16.31,24.77,69.73,5.92,41.13,lentil
30.05,61.07,16.62,15.84,22.67,5.67,104.17,kidneybeans
113.14,76.57,52.65,25.74,84.38,5.91,100.8,banana
29.82,115.68,196.37,16.46,82.13,5.91,68.16,grapes
34.98,60.02,22.23,31.74,68.3,5.49,171.37,pigeonpeas
9.36,73.59,20.75,21.68,69.75,6.28,39.82,lentil
29.03,20.66,42.21,21.4,92.07,5.85,109.74,pomegranate
122.91,51.67,21.68,23.07,80.48,6.8,77.93,cotton
55.01,65.48,85.93,20.33,17.83,6.42,96.24,chickpea
72.46,47.1,20.82,23.22,67.11,6.86,90.67,maize
20.01,134.73,194.71,21.87,91.65,5.86,117.6,apple
